student_id,level,attempt
TRL_mda,Level 1,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 3,0
TRL_mda,Level 2,1
TRL_mda,Level 3,0
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 2,0
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 3,0
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 2,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,1
TRL_mda,Level 1,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 2,1
TRL_mda,Level 1,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 3,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,0
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 3,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 3,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,0
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 3,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,0
TRL_mda,Level 4,0
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 1,1
TRL_mda,Level 2,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 3,1
TRL_mda,Level 1,1
TRL_mda,Level 3,0
TRL_mda,Level 1,0
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 3,1
TRL_mda,Level 1,0
TRL_mda,Level 4,0
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 1,0
TRL_mda,Level 4,0
TRL_mda,Level 1,1
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 2,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 3,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 3,1
TRL_mda,Level 1,0
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 3,0
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,1
TRL_mda,Level 4,0
TRL_mda,Level 3,1
TRL_mda,Level 2,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 3,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 3,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 1,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 4,0
TRL_mda,Level 1,1
TRL_mda,Level 3,1
TRL_mda,Level 3,1
TRL_mda,Level 4,1
TRL_mda,Level 1,0
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_mda,Level 4,1
TRL_mda,Level 2,1
TRL_mda,Level 4,1
TRL_mda,Level 4,0
TRL_mda,Level 4,1
TRL_zny,Level 4,0
TRL_zny,Level 3,0
TRL_zny,Level 3,0
TRL_zny,Level 4,1
TRL_zny,Level 1,1
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 3,1
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 1,0
TRL_zny,Level 3,1
TRL_zny,Level 1,1
TRL_zny,Level 3,0
TRL_zny,Level 2,0
TRL_zny,Level 3,0
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 1,1
TRL_zny,Level 1,1
TRL_zny,Level 4,0
TRL_zny,Level 4,0
TRL_zny,Level 4,1
TRL_zny,Level 1,1
TRL_zny,Level 4,1
TRL_zny,Level 2,1
TRL_zny,Level 3,1
TRL_zny,Level 1,1
TRL_zny,Level 1,1
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 4,0
TRL_zny,Level 4,1
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 4,1
TRL_zny,Level 3,0
TRL_zny,Level 4,1
TRL_zny,Level 2,1
TRL_zny,Level 4,1
TRL_zny,Level 4,1
TRL_zny,Level 4,0
TRL_zny,Level 1,1
TRL_zny,Level 3,1
TRL_zny,Level 2,0
TRL_zny,Level 3,0
TRL_zny,Level 1,0
TRL_zny,Level 4,0
TRL_zny,Level 3,0
TRL_zny,Level 2,0
TRL_zny,Level 1,1
TRL_zny,Level 3,1
TRL_zny,Level 4,0
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 4,0
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 4,0
TRL_zny,Level 4,0
TRL_zny,Level 2,1
TRL_zny,Level 4,1
TRL_zny,Level 3,0
TRL_zny,Level 1,0
TRL_zny,Level 4,1
TRL_zny,Level 3,0
TRL_zny,Level 1,1
TRL_zny,Level 4,1
TRL_zny,Level 1,0
TRL_zny,Level 1,0
TRL_zny,Level 3,1
TRL_zny,Level 3,1
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 3,1
TRL_zny,Level 1,0
TRL_zny,Level 3,1
TRL_zny,Level 1,1
TRL_zny,Level 4,1
TRL_zny,Level 3,0
TRL_zny,Level 4,1
TRL_zny,Level 3,1
TRL_zny,Level 2,1
TRL_zny,Level 4,1
TRL_zny,Level 3,1
TRL_zny,Level 2,0
TRL_zny,Level 2,1
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 3,0
TRL_zny,Level 3,0
TRL_zny,Level 1,1
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 3,0
TRL_zny,Level 1,1
TRL_zny,Level 1,1
TRL_zny,Level 1,1
TRL_zny,Level 4,1
TRL_zny,Level 3,1
TRL_zny,Level 3,1
TRL_zny,Level 1,1
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 4,1
TRL_zny,Level 3,1
TRL_zny,Level 3,1
TRL_zny,Level 2,1
TRL_zny,Level 3,0
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 1,1
TRL_zny,Level 4,1
TRL_zny,Level 1,0
TRL_zny,Level 3,1
TRL_zny,Level 1,1
TRL_zny,Level 1,1
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 1,1
TRL_zny,Level 4,0
TRL_zny,Level 4,0
TRL_zny,Level 2,1
TRL_zny,Level 3,1
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 4,1
TRL_zny,Level 1,0
TRL_zny,Level 2,1
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 4,0
TRL_zny,Level 4,1
TRL_zny,Level 4,1
TRL_zny,Level 2,1
TRL_zny,Level 3,1
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 1,1
TRL_zny,Level 2,1
TRL_zny,Level 4,1
TRL_zny,Level 1,1
TRL_zny,Level 3,0
TRL_zny,Level 2,1
TRL_zny,Level 2,1
TRL_zny,Level 2,1
TRL_zny,Level 4,0
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 1,1
TRL_zny,Level 3,0
TRL_zny,Level 1,0
TRL_zny,Level 3,0
TRL_zny,Level 3,0
TRL_zny,Level 3,0
TRL_zny,Level 1,1
TRL_zny,Level 3,1
TRL_zny,Level 2,0
TRL_zny,Level 4,1
TRL_zny,Level 1,1
TRL_zny,Level 3,1
TRL_zny,Level 4,0
TRL_zny,Level 2,1
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 1,1
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 2,1
TRL_zny,Level 4,0
TRL_zny,Level 1,1
TRL_zny,Level 3,1
TRL_zny,Level 3,0
TRL_zny,Level 3,1
TRL_zny,Level 4,1
TRL_zny,Level 3,0
